critic_id,shoe_id,rating,name,date,description
38,149,8.8,SnB PH,2022-03-14,"Adidas definitely stepped up and redeemed themselves with the Harden Vol. 6. You get superb traction, a comfy cushion, and strong support."
6,149,8.6,The Sole Brothers,2022-03-03,"Adidas has redeemed the Harden line with the Vol. 6. This shoe is a fantastic performer, and I love playing in them."
35,149,8.6,Shoeware,2022-03-25,"The Adidas Harden Vol. 6 is a vast improvement from last year's shoe. Adidas is taking a step in the right direction with improved traction, cushion, and support."
24,149,8.4,RicheeKim,2022-02-21,"The Adidas Harden Vol 6 is the best Harden model I've played in, slightly edging out the Vol 1. There are improvements with both the traction and cushion. The only cons I can think of are the cheap-feeling materials and tight toebox."
37,149,8.2,Foot Doctor Zach,2022-02-21,The Adidas Harden Vol 6 is best for players looking to outwork their opponents with fast footwork. The cushion and traction offer a lot of versatility. Just be sure to avoid toe drags.
33,149,8.0,Soled Out Reviews,2022-03-13,"The Adidas Harden Vol. 6 offers solid traction and comfort. The materials can be hit or miss depending on what you're looking for in a shoe, though."
32,149,8.0,ShadeSnSoleS [Youtube],2022-03-25,"The traction and cushion on the Adidas Harden Vol. 6 are solid, but the fit and materials aren't up to par."
6,150,8.8,The Sole Brothers,2022-03-22,The Nike PG 6 is a shoe I can easily recommend. I didn't have to worry about anything when playing in these. They're comfortable with excellent traction and materials.
24,150,8.6,RicheeKim,2022-05-10,The Nike PG 6 is a must cop for the price. I consider this shoe an early contender for the best basketball shoe of 2022.
33,150,8.5,Soled Out Reviews,2022-04-28,"I would recommend the Nike PG 6 for any player and any position, especially if you like a combination of response and comfort."
37,150,8.4,Foot Doctor Zach,2022-02-28,The Nike PG 6 is the best of both maximalist and minimalist worlds. It offers quick vertical movements with its grippy traction. Just be mindful that the cushion can bottom out quickly.
36,150,8.3,Snkr Tech Talk,2022-12-04,"The Nike PG 6 is one of the best basketball shoes for value. The support is fantastic, the fit is impressive, and the traction is reliable."
19,150,7.8,PureKicks,2022-05-12,"The cushion and traction of the Nike PG 6 excelled, but the materials let down the shoe. Overall, I still really enjoyed playing in these."
6,151,8.8,The Sole Brothers,2022-03-05,"I love playing in the Jordan Zoom Separate. Due to the traction and cushion, I felt quick and smooth while playing in this shoe."
36,151,8.6,Snkr Tech Talk,2022-03-16,"Not only is the Jordan Zoom Separate a great budget model, but it's also a great shoe overall, regardless of the price point. I think Jordan Brand knocked these out of the park."
29,151,8.6,MARKCHES,2022-03-31,"The Jordan Zoom Separate is the shoe for you if you're looking for a budget shoe that provides traction, cushion, fit and stability. It is a well-rounded sneaker for the price."
37,151,8.5,Foot Doctor Zach,2022-01-22,"The Jordan Zoom Separate is a solid option for players that want to outplay their opponents with footwork. The traction performs well, and the materials help keep the shoe light and easy to play in."
29,151,8.2,MARKCHES,2021-12-29,"The Jordan Zoom Separate is a solid budget-friendly shoe. The cushion setup provides lots of impact protection, and the traction grips well. The only downside is the quality of the materials isn't the greatest."
24,151,8.2,RicheeKim,2022-03-01,"The Jordan Zoom Separate is a must-cop for the price. It's a great performer and has a lot to offer. The traction is beastly, and the cushion provides a welcome balance of bounce and responsiveness."
30,151,8.0,Gavriel Rupert Dela Cruz [weartesters.com],2021-12-29,"The Jordan Zoom Separate is the perfect shoe for forefoot-heavy players. They have good traction, impact protection, and breathable materials that fit well."
35,152,9.0,Shoeware,2022-01-22,"The Puma MB.01 is a fantastic start to a signature shoe line. Traction and cushion are the highlights, but nothing to point out for negatives on this model."
7,152,9.0,Nelson Chan @Hoop and Life,2022-07-01,"The Puma MB.01 is a solid, all-around hoop shoe with nothing to complain about besides the lack of premium materials. It features well-performing traction and cushioning at a reasonable price."
6,152,8.6,The Sole Brothers,2022-01-08,"LaMelo Ball's first signature shoe, the Puma MB.01, is amazing. I love playing in these. This is a versatile option for a number of different playstyles."
34,152,8.5,LZ Hoops,2022-01-04,The Puma MB.01 is one of the most comfortable shoes I've worn in a long time. I think these could be one of the best first signature shoes ever.
37,152,8.5,Foot Doctor Zach,2022-01-22,"LaMelo Ball's Puma MB.01 is an excellent all-around shoe that players who enjoy quick, nimbler movements will enjoy. The shoe offers solid traction, and the materials perform exceptionally."
32,152,8.5,ShadeSnSoleS [Youtube],2022-01-26,"Overall, the Puma MB.01 is a pretty damn good shoe. It offers strong traction, cushioning, and upper materials."
24,152,8.4,RicheeKim,2022-01-04,The Puma MB.01 is a shoe that I highly recommend. It has a great balance of everything and is really fun to play in.
25,152,8.3,JAHRONMON [Youtube],2022-01-04,"Although they aren't the sleekest, the Puma Melo MB.01 does provide great balance and comfort. The cushion is a perfect balance, and the materials do a great job of keeping your feet feeling nice."
33,152,8.2,Soled Out Reviews,2022-01-04,Puma did a great job of putting together LaMelo Ball's first signature shoe. The shoe is fun to play in and has little to no downsides.
36,152,8.2,Snkr Tech Talk,2022-02-01,I think the Puma MB.01 is a fantastic shoe at this price point. They might just be the best budget shoe out right now.
6,153,8.5,The Sole Brothers,2022-01-28,"The Nike Fly By Mid 3 is Nike's lowest-priced shoe, but don't let that fool you. This shoe was a pleasant surprise. I liked playing in these a lot more than expected."
24,153,8.0,RicheeKim,2022-01-28,"The Nike Fly By Mid 3 is a solid performance shoe at a low retail price. The cushion surprised me, and the traction is just what you want from a basketball shoe."
44,153,8.0,TommyLiu,2023-07-19,"The Nike Fly By Mid 3 provides a bit of everything. The traction is impressive for the price, and it feels minimal overall."
32,153,6.8,ShadeSnSoleS [Youtube],2022-03-25,"As much as I want to recommend the Nike Fly By Mid 3, I can't because of the fit and traction. It could still be worth it for those looking for an affordable budget option."
30,153,6.2,Gavriel Rupert Dela Cruz [weartesters.com],2022-02-28,"The Nike Fly By Mid 3 is an okay shoe for the price. There are better shoes at this price point, however. I'd only consider this if budget is your biggest factor."
45,154,8.6,KicksContestWorld,2023-04-13,The Adidas Harden Stepback 3 showed great results during our tests. The traction and cushioning will be solid for guards and wings.
37,154,8.4,Foot Doctor Zach,2022-07-26,"I was presently surprised with the Adidas Harden Stepback 3. They might be the best budget shoe in recent memory, especially for shifty guards that rely on heavy footwork."
40,154,7.8,RunStretchTech,2022-08-16,"The Adidas Harden Stepback 3 is a comfortable budget shoe. The traction was reliable, and I enjoyed how the materials felt."
6,154,7.8,The Sole Brothers,2022-12-22,"I had a good time playing in the Adidas Harden Stepback 3. The traction performed nicely, the cushion was responsive, and I enjoyed the fit. I do wish impact protection was better, though."
6,155,8.8,The Sole Brothers,2021-12-25,The Nike Kyrie 8 is an overall great feeling shoe. It provides balance with the weight while still remaining a quality performer. Cushioning and materials are the standouts for me.
38,155,8.8,SnB PH,2022-01-22,"The Nike Kyrie 8 is one of the better options from Nike this year. They give you solid traction if you keep them clean, and the underfoot cushion performs well."
32,155,8.6,ShadeSnSoleS [Youtube],2022-01-18,"I love the Nike Kyrie 8. They are the most comfortable and functional Kyrie model to date. The traction is one of the only aspects that doesn't improve from last year, but the rest of the shoe is excellent."
37,155,8.6,Foot Doctor Zach,2022-01-22,"The Nike Kyrie 8 performs well for players that want nimble footwork, control, traction and stability. Be aware that the shoe may not be the best for more explosive players."
29,155,8.4,MARKCHES,2021-11-25,"I really enjoyed playing in the Nike Kyrie 8. The cushioning setup is the best in the entire Kyrie lineup, and the traction performs well as always."
24,155,8.4,RicheeKim,2022-02-22,The Nike Kyrie 8 is a solid pickup for the price. The only downside is the break-in time needed for the traction to get going. Everything else about the shoe is awesome.
36,155,8.1,Snkr Tech Talk,2022-03-07,The Nike Kyrie 8 is my favourite Kyrie of all time. They are my favourite Kyrie model to play in. It should be a fantastic shoe for guards and players that don't need much torsional rigidity.
7,156,9.5,Nelson Chan @Hoop and Life,2021-12-01,"The Under Armour Curry 9 is an overall improvement from the Curry 8. The traction and cushion remain fantastic, but the materials and support perform better in this year's model."
38,156,9.2,SnB PH,2022-03-06,"The Under Armour Curry 9 is one of my go-to shoes right now. The traction and cushion remain solid, and the materials are greatly improved. This shoe is definitely worth the price."
6,156,9.0,The Sole Brothers,2021-12-19,"The Curry 9 feels like a running shoe that has the lateral containment needed for basketball. The traction is top-tier, and the cushion feels responsive. I absolutely love playing in this shoe."
29,156,9.0,MARKCHES,2022-01-18,"The Curry 9 is pretty similar to the Curry 8 for the most part. However, there is an improvement in the materials used this year; this leads to improved support and fit."
24,156,8.8,RicheeKim,2021-12-09,"Overall, the Curry 9 is an amazing performer. Everything about the shoe is an improvement from the Curry 8."
37,156,8.8,Foot Doctor Zach,2022-01-22,"The Curry 9 provides a fantastic grip for traction, and the cushion performs well in most situations. The materials feel durable and premium while remaining comfortable as well."
36,156,8.1,Snkr Tech Talk,2022-04-03,"If you enjoy a firmer cushion setup, I think you'll really enjoy the Curry 9. The traction and support are top-tier, and the materials get the job done."
38,157,8.6,SnB PH,2022-02-22,"Overall, I think the performance of the Adidas Dame 8 will suit many players. The shoe definitely delivers as my only gripes were minor."
24,157,8.4,RicheeKim,2022-01-06,"Overall, the Adidas Dame 8 is a solid pickup at its current price point. The inconsistency with the traction is the only downside. The cushion is an improvement from last year and the fit and support were perfect."
37,157,8.2,Foot Doctor Zach,2022-01-22,The Adidas Dame 8 is a great pick for players looking for easy push-off power or stability for hard pivoting. They're also versatile as they play well on different surfaces and can accommodate many foot shapes.
33,157,7.8,Soled Out Reviews,2022-01-08,"The Adidas Dame 8 could have been a strong performer but are held back by the traction. I had a lot of problems when it came to slippage. Other than that, the materials are comfortable, and the cushion provides a good amount of impact protection."
35,157,7.8,Shoeware,2022-01-22,"The Dame 8 plays very similarly to the Dame 7 even with the slight changes made. Still a well-balanced shoe overall, nothing stands out in a good or bad way."
6,157,7.4,The Sole Brothers,2022-01-11,"The Adidas Dame 8's Bounce Pro cushion setup is a joy to play in. However, other aspects of the shoe, such as traction and fit, are too inconsistent for me to recommend these."
32,157,7.2,ShadeSnSoleS [Youtube],2022-02-22,"I had high hopes for the Adidas Dame 8, but the traction didn't work for me, and the materials had a lot of room for improvement."
6,158,7.6,The Sole Brothers,2021-11-25,"The Nike Kyrie Flytrap 5 is a responsive and lightweight shoe. The traction is solid when on clean courts, and the cushion performs well enough for players that play low to the ground."
24,158,7.6,RicheeKim,2021-12-01,"The Nike Kyrie Flytrap 5 is a solid budget shoe for anyone who likes to play in a firmer and more responsive shoe. Almost all aspects performed adequately, but I wish the cushion and fit were better."
35,158,7.6,Shoeware,2022-01-22,"The Kyrie Flytrap 5 gives you about what you can expect from a shoe that is $90. The traction and cushion aren't anything special, but the support holds up well to play in."
30,158,5.0,Gavriel Rupert Dela Cruz [weartesters.com],2022-03-02,"The Nike Kyrie Flytrap 5 is a shoe that I can only recommend to wide-footers who enjoy minimal cushioning. For everybody else, there are a lot of better shoes out there."
38,159,8.9,SnB PH,2022-01-22,"The Nike LeBron 19 has plenty of tech and provides the best impact protection you can find right now. However, the traction can be suspect, and they are heavy."
29,159,8.8,MARKCHES,2021-11-19,"The Nike LeBron 19 is one of the best shoes in the LeBron line in recent years. The cushioning setup is lower to the ground without sacrificing any impact protection, but the biggest improvement is the stability that they feature."
33,159,8.5,Soled Out Reviews,2021-12-13,The Nike LeBron 19 doesn't quite fit my playstyle. They do provide impact protection and would be a solid pick for players that enjoy extra cushioning.
6,159,8.4,The Sole Brothers,2021-12-09,"Overall, the Nike LeBron 19 is a fun shoe to play in. It provides a crazy amount of bounce, and the cushion feels fantastic. The traction and weight do hold the shoe back, though."
37,159,8.4,Foot Doctor Zach,2022-01-22,"The Nike LeBron 19 offers a lot of tech, especially in the mid and outsole. It's a maximalist shoe that provides plenty of energy return, but it may not be the best shoe for those that rely on speed up and down the court because of the weight."
7,159,8.0,Nelson Chan @Hoop and Life,2021-12-13,"The Nike LeBron 19 provides an unreal cushioning experience in terms of comfort, but the traction is disappointing. They remain one of the best shoes for those that value impact protection."
24,159,8.0,RicheeKim,2022-01-13,"Not even the crazy cushion and improved support of the LeBron 19 could make me recommend this shoe. For the price, the traction is just not good."
36,159,7.7,Snkr Tech Talk,2022-01-22,"Overall, I can't recommend the Nike LeBron 19 because of the traction. If you need an awesome cushion setup with a lot of support, this shoe could work for you."
24,160,8.0,RicheeKim,2021-11-14,"The Jordan One Take 3 is a solid pickup for the price. In my opinion, it is the best One Take model yet. The traction bites hard, and the cushion setup performs well for the price range."
6,160,8.0,The Sole Brothers,2021-11-19,I really enjoyed playing in the Jordan One Take 3. They felt like an extension of my foot with the grippy traction and responsive cushion. The materials are also minimal and support and lockdown were not an issue at all.
40,161,7.8,RunStretchTech,2022-06-06,"Overall, the Nike LeBron Witness 6 is comfortable and gets the job done for the price. It's a good option for outdoor play."
37,161,7.6,Foot Doctor Zach,2022-01-22,"The Nike LeBron Witness 6 has a lot of stability enhancements this year, but it can still be a bit unstable. However, this is a great shoe to beat up on outdoor courts."
6,161,7.2,The Sole Brothers,2021-10-25,"The Nike LeBron Witness 6 is a step down from the previous model in the Witness line. The shoe's instability combined with the underperforming traction leaves much to be desired. Even for the $100 price point, I can't recommend this shoe."
24,161,7.2,RicheeKim,2021-11-10,"The Nike LeBron Witness 6 is not a shoe I can recommend, even at its lower price point. The traction works well, but the lateral stability and cushion are lacking."
33,161,7.0,Soled Out Reviews,2021-11-02,"The Nike LeBron Witness 6 is a great-looking shoe, and can definitely be worn casually. However, I cannot recommend it for playing basketball. The cushion feels unstable and not supportive underfoot."
40,162,8.9,RunStretchTech,2022-06-06,"For the price, this is one of the better shoes I've played in this year. I was surprised at just how well the traction performed."
33,162,8.3,Soled Out Reviews,2022-03-09,"Overall, I would recommend the Nike Air Max Impact 3 for anybody in the market for a budget sneaker. The only downside is that the impact protection could be better."
24,162,8.0,RicheeKim,2022-03-09,"The Nike Air Max Impact 3 is just okay for the price. It's personally not my favourite, but I'd say go for it if you are a fan of Air Max units and strong traction."
36,163,9.4,Snkr Tech Talk,2022-01-22,"Overall, the Jordan 36 might be my favourite basketball shoe to play in right now. The traction is one of the best on the market and responsive cushioning."
36,163,9.3,Snkr Tech Talk,2022-05-22,"The Jordan 36 is a fantastic overall shoe. It offers traction, support, and cushioning. I don't think you can go wrong, especially considering the materials."
6,163,9.2,The Sole Brothers,2021-09-13,"The Jordan 36 is one of my favourite shoes to play in right now. They're lightweight, they have a nice bite, and I love the cushion setup."
1,163,9.1,NightWing2303 [weartesters.com],2021-09-13,"The latest entry in the Air Jordan line is a strong performer, just like the previous two models. The full-length Zoom Air Strobel is amazing. The traction is outstanding. Materials are durable. There really aren't any downsides to this shoe."
7,163,9.0,Nelson Chan @Hoop and Life,2021-09-13,"Jordan brand continues to deliver with the 36. The traction is consistent. There's plenty of impact protection, and the materials make it incredibly lightweight. It's a strong performer overall."
37,163,9.0,Foot Doctor Zach,2022-01-22,"Compared to many other releases this year, the Jordan 36 is a stand-out shoe. The shoe gives you a lot of push-off power and performance. The only downside is that the comfort doesn't keep up with the excellent performance."
24,163,9.0,RicheeKim,2022-04-15,"The Air Jordan 36 is a great performer. It's fun and bouncy, and I can't get enough of the cushion setup."
34,163,8.5,LZ Hoops,2021-11-03,"Overall, the Jordan 36 is a great shoe for big men and forwards. It provides impact protection, and there really aren't any major issues with the traction."
6,164,7.8,The Sole Brothers,2021-10-04,"The Puma Fusion Nitro is a responsive feeling shoe that provides solid traction. There is a nice amount of court feel. However, the caging of the midsole cushion takes away from the impact protection."
1,164,7.4,NightWing2303 [weartesters.com],2021-09-25,"The Puma Fusion Nitro is a letdown compared to the Clyde All-Pros. The traction and cushion are great, but they don't work well with the rest of the shoe."
38,165,9.1,SnB PH,2022-01-22,The Adidas Trae Young 1 might be the best shoe available in its price range. I consider this pair to be the best Adidas shoe for 2021.
35,165,8.2,Shoeware,2022-01-22,"The Trae Young 1 offers extremely nice cushioning. The traction plays a little worse than expected, and the support isn't ideal with only two lacing holes, but it's still a solid performer with some premium touches for materials."
37,165,8.2,Foot Doctor Zach,2022-03-06,The Adidas Trae Young 1 is excellent for players that like to stay low to the ground and play fast in confined spaces. Just make sure to break them in beforehand.
29,165,8.0,MARKCHES,2021-09-29,"The Adidas Trae Young 1 is a stable sneaker. It feels low to the ground, which works well with the Lightstrike cushion in the forefoot. Just make sure to get the right size."
6,165,8.0,The Sole Brothers,2021-10-23,"Overall, the Adidas Trae Young 1 feels great on foot. When playing on clean courts, the shoe feels low to the ground, responsive, and comfortable."
24,165,7.8,RicheeKim,2021-09-30,"The Adidas Trae Young 1 is awesome in every way but the traction. I really like the materials, the fit and support are good, and the cushion shined."
32,165,7.8,ShadeSnSoleS [Youtube],2022-02-22,"For the Adidas Trae Young 1, the traction works, the cushion offers impact protection and court feel, and the upper feels good for the most part."
24,166,8.4,RicheeKim,2021-08-21,"For the price, the Under Armour Flow FUTR X is a solid shoe. If you don't need a lot of impact protection, this shoe will be perfect for you. It has amazing traction, the fit is solid, and it's plenty supportive."
37,166,8.4,Foot Doctor Zach,2022-01-22,The Under Armour Flow FUTR X is great for indoor courts and provides an above-average energy return while remaining lightweight and stable.
6,166,8.0,The Sole Brothers,2021-08-24,"The traction is top tier, the cushion is responsive, and the support was good. Despite the materials, the Under Armour Flow FUTR X is a definite cop."
27,167,9.0,Jalique Gabay [weartesters.com],2021-09-02,"The Adidas Exhibit A is a refreshing entry into the Adidas basketball lineup. It's lightweight with great traction and materials. The cushion is comfortable and playable but could be better. Overall, the shoe is a reliable performer."
24,167,8.4,RicheeKim,2021-09-02,"The Adidas Exhibit A is a solid performer for the price. It has a great cushion if you want to feel quick and shifty. The traction is reliable, and the support has everything need in a hoop shoe."
6,167,8.2,The Sole Brothers,2021-09-13,"The Adidas Exhibit A is good but is just below the top-tier. The traction gets the job done, the cushion is responsive, and the materials perform well for the quality."
32,167,7.6,ShadeSnSoleS [Youtube],2022-02-28,"The Adidas Exhibit A is a shoe that offers an excellent cushioning setup, but the mediocre traction is a letdown."
24,168,8.2,RicheeKim,2021-09-13,"For $100, this is a fantastic option. It is one of the best D Rose shoes to come out in recent years. It plays quickly and offers plenty of court feel though the impact protection could be better. But for the price, it's hard to beat the Adidas D Rose Son of Chi."
6,168,8.0,The Sole Brothers,2021-09-23,"Overall, the Adidas D Rose Son of Chi has good traction and feels responsive. The support is good as well. It just isn't the most minimal feeling shoe in terms of materials."
35,168,7.8,Shoeware,2022-01-22,"The D Rose Son of Chi has nice traction, but the cushion isn't anything special. The support plays well enough, but you can tell the materials aren't the best."
38,169,8.3,SnB PH,2022-01-22,"Donovan Mitchell's latest shoe is a step up from last year's model, but the Adidas DON Issue #3 doesn't live up to the original. It has solid traction and adequate cushioning that will suit guard play."
29,169,8.0,MARKCHES,2021-07-20,"Overall, the D.O.N Issue #3 is a steady basketball shoe. It has dependable traction with a wide base. The cushion and support were also dependable for me."
7,169,8.0,Nelson Chan @Hoop and Life,2021-07-20,"The Adidas D.O.N Issue #3 has great traction and comfortable materials. It felt comfortable on foot, but the cushion doesn't hold up after playing more than three games at a time. The heel slippage also takes away from the shoe a bit. Overall, it is a responsive shoe that feels light on your feet."
24,169,8.0,RicheeKim,2021-07-25,"As long as you consistently wipe, you're getting a good-performing shoe. The shoe feels light, the traction performs well enough, and the materials feel nice. The only issue to consider is that there is the potential for heel slippage."
6,169,7.6,The Sole Brothers,2021-08-05,"The D.O.N Issue #3 is a lightweight shoe that provided a decent amount of court feel with the Lightstrike midsole. However, the traction, fit, and heel lockdown left a lot to be desired."
7,170,9.0,Nelson Chan @Hoop and Life,2021-08-10,"The Nike Zoom Freak 3 provides a good amount of tech at an affordable price point. They're an upgrade both performance-wise and aesthetics-wise compared to previous models. The cushion feels great, the materials get the job done, and the traction performs well after breaking it in. These are definitely a shoe going into my rotation."
38,170,8.4,SnB PH,2022-01-22,"In my opinion, the Nike Zoom Freak 3 makes major improvements compared to the Zoom Freak 2. The traction is close to being a top-tier performer, and the cushion is nice and bouncy. I'd definitely recommend it."
29,170,8.2,MARKCHES,2021-07-20,"The Nike Zoom Freak 3 is one of my favourite shoes to hoop in right now. The cushion is bouncy, the traction is one of my favourites on the market right now, and in my opinion, they look pretty darn good."
35,170,8.2,Shoeware,2022-01-22,"The Zoom Freak 3 is good, not great. The traction is inconsistent. There is good breathability for your foot and good support."
24,170,7.8,RicheeKim,2021-08-10,"The Zoom Freak 3 is a solid shoe at its current price point. The traction was inconsistent, but the materials, fit, and support make up for it. Overall, Nike did a good job of upgrading the shoe from the Zoom Freak 2."
6,170,7.6,The Sole Brothers,2021-08-05,"The Nike Zoom Freak 3 is a lightweight and minimal shoe. The traction was inconsistent for me, and I was disappointed in the cushion. However, I did like the materials, and the shoe has a great fit."
34,170,7.5,LZ Hoops,2021-11-03,"Overall, the Nike Zoom Freak 3 is a decent shoe if you have a similar playstyle to the Freak himself. The traction performs well, but the support of the shoe was a letdown."
29,171,8.4,MARKCHES,2021-08-01,"The Nike Air Zoom G.T. Run isn't too impressive straight out of the box, but after breaking them in, they slowly become better. There is plenty of cushioning, and the traction becomes solid."
24,171,8.2,RicheeKim,2021-08-06,"Overall, the Nike Air Zoom G.T. Run is a really nice shoe. The only gripes I have are the less-than-premium materials and the traction when on dirtier courts. Other than that, you get tonnes of cushion, the support and lockdown are good, and the fit is solid."
6,171,8.0,The Sole Brothers,2021-08-15,"If you're looking for a crazy cushioning setup, the Nike Air Zoom G.T. Run is the shoe for you. It's a solid shoe for anyone who doesn't mind giving up some court feel and responsiveness to get more impact protection and bounciness."
37,171,8.0,Foot Doctor Zach,2022-01-22,The Nike Air Zoom GT Run is a solid shoe for those that are looking for an explosive setup and rely on a lot of jumping in their game.
36,171,8.0,Snkr Tech Talk,2022-02-22,"The Nike Zoom GT Run offers solid traction while it lasts and plenty of impact protection. It could be more premium, but it performs well enough."
35,171,7.8,Shoeware,2022-01-22,"The G.T. Run is the worst performer of the 3 Greater Than models. The shoe has good cushioning and traction. However, the support isn't easy to trust with how thin the materials are."
30,172,8.0,Gavriel Rupert Dela Cruz [weartesters.com],2021-07-30,The Nike Giannis Immortality is one of the best signature athlete budget models available. It performs just as well as some signature models despite lacking the same tech that they feature. Definitely a great bang for your buck type of shoe.
6,172,8.0,The Sole Brothers,2021-07-30,"When you're playing in the Giannis Immortality, you feel very light and really quick. The traction is amazing, and the cushion is responsive. Support could've been a bit better, but it wasn't a deal-breaker. I really like this shoe."
24,172,7.6,RicheeKim,2021-07-30,"The Nike Giannis Immortality is a pretty decent budget model. However, there are other shoes at the price point that do outperform the shoe. The cushion and materials feel nice, but I did have issues with support."
35,172,7.6,Shoeware,2022-01-22,The Giannis Immortality is a solid performer in the subline of Giannis's Zoom Freak line with Nike. These also provide lateral containment and consistent traction while also feeling light.
27,173,8.6,Jalique Gabay [weartesters.com],2021-08-10,"Although I was disappointed in the cushion, the Nike Kyrie Low 4 still provides a smooth, lightweight experience. The traction, fit, and support combine to make this shoe a decent performer at a reasonable price."
6,173,8.0,The Sole Brothers,2021-07-01,"The Nike Kyrie Low 4 is a pretty low to the ground, responsive setup, but doesn't provide much bounce or compression. It plays very fast and the shoe itself is very lightweight thanks to the thin materials. It's still a shoe I really liked playing in despite being a bit disappointed in the cushion."
24,173,8.0,RicheeKim,2021-08-01,"The Nike Kyrie Low 4 is an overall good performer. One thing to note is that the shoe isn't the best for impact protection, but it does offer a lot of responsiveness, and the support is great."
6,174,8.5,The Sole Brothers,2021-07-01,"The Curry 3Z5 is an amazing shoe for only $80. The traction is phenomenal. The Micro G feels soft and responsive like the Micro G of old, and the fit was perfect. The only downside is that the heel area was a bit uncomfortable when I was breaking it in. Overall, the shoe felt amazing."
24,174,8.2,RicheeKim,2021-09-02,"At a retail price of $80, the Curry 3Z5 is a solid shoe. I have no complaints outside of the dust pickup on dirtier courts, but that's just nitpicking since it still performed nicely."
36,175,9.2,Snkr Tech Talk,2022-01-22,"The Nike Air Zoom GT Cut is my favourite Nike basketball shoe this year. It offers a Kobe-like setup that's lightweight with fantastic cushioning. The traction holds up, and the shoe is comfortable right out of the box."
34,175,9.2,LZ Hoops,2021-11-03,"The Nike Air Zoom G.T. Cut is a perfect indoor basketball shoe. They are the definite best shoe to release in 2021 for shifty and quick players who emphasize lockdown, cushion, and traction."
1,175,9.0,NightWing2303 [weartesters.com],2021-06-21,"If you love the Kobe 8, you'll love these. The shoe does an excellent job of providing a low-profile, lightweight setup that still provides a decent amount of cushioning. However, I would recommend playing indoors to get the most out of the traction."
35,175,9.0,Shoeware,2022-01-26,"The Nike Air Zoom GT Cut is as close to a Kobe as it gets. The cushion is one of the best on the market, and the traction performed well. These kill it on the court."
29,175,8.8,MARKCHES,2021-05-06,"For people that like low-profile sneakers, this is a must-have in your collection. The cushion is an amazing combination of responsiveness and bounce, and the traction performs very well. The only thing to watch out for is that the shoe does fit snug."
6,175,8.6,The Sole Brothers,2021-05-21,"This a top-tier performer. The cushion is phenomenal and the traction performs really nice as long as you wipe to keep dust from building up. It can get a little tight in the forefoot area, but not enough to take away from the performance."
35,175,8.6,Shoeware,2022-01-22,"This review is for outdoor performance. The Nike Air Zoom GT Cut is easily worth the money. I don't use the word often, but these are fantastic. The traction holds up well, and the cushion is one of the best available."
24,175,8.4,RicheeKim,2021-06-02,"The cushion in this shoe is one of the best setups for fast and shifty players. It's a great performer but is a bit expensive coming in at $170 retail. However, I feel the performance makes the shoe worth it."
9,176,8.5,KickGenius,2021-06-14,"The shoe very much feels like a budget model. There are certain aspects of the shoe that could have been done much better, but the mid-tier tech is what was put in the shoe instead."
33,176,8.3,Soled Out Reviews,2022-07-01,"The Jordan Zion 1 is one of my favourite shoes. The cushioning is comfortable, and the lockdown and stability are solid."
7,176,8.0,Nelson Chan @Hoop and Life,2021-05-10,"Every aspect of this shoe is solid. There is nothing amazing about this shoe, but there's nothing bad about it either. For $120 you get a solid first signature shoe that works for all types of players."
6,176,8.0,The Sole Brothers,2021-05-18,"If you want a comfortable shoe that provides a lot of bounce and protection, this is a great shoe to pick up. On the flip side, because the cushion is very bouncy, the shoe does feel a bit slow. Couple that with the traction not being the most consistent, this shoe may not be the best fit for everyone."
35,176,8.0,Shoeware,2022-01-22,The Jordan Zion 1 is a good place to start Zion's signature shoe line. This is a well-balanced performer.
36,176,7.9,Snkr Tech Talk,2022-03-28,"Overall, if you like a firmer cushion setup, I think you'll enjoy the Jordan Zion 1. The shoe is super supportive, and the rubber is solid enough that it could be a decent outdoor pair."
24,176,7.8,RicheeKim,2021-05-13,The Zion 1 is a solid first signature shoe and was fun to play in. I just wish that they had used more premium materials.
25,176,7.8,JAHRONMON [Youtube],2021-07-01,"The Jordan Zion 1 provides a smooth ride that leads you into the extra bottom-loaded Zoom unit in the forefoot for some extra nice pop. However, its shortcomings are a bit too much to overcome. The fit is not versatile enough to accommodate more types of foot shapes and I experienced quite a bit of slipping with the traction and in the heel area of the shoe."
24,177,8.0,RicheeKim,2021-05-10,"For $90 retail this is a solid pickup. The firm cushioning feels like a downgrade to me, everything else is an upgrade from previous KD Trey 5 models."
6,177,7.8,The Sole Brothers,2021-05-10,"The KD Trey 5 IX is a solid performer. This shoe might be for you if you are looking for a lightweight, minimal, and affordable shoe."
6,178,8.6,The Sole Brothers,2021-04-08,"The Adidas N3XT L3V3L is a good performer and I enjoyed playing in them. They are pretty expensive at $180 though, and they didn't perform well enough to crack my rotation. They also aren't the best for guards because they're pretty bottom-heavy."
37,178,8.5,Foot Doctor Zach,2022-01-22,The Adidas N3XT L3V3L Futurenatural is a tremendous step forward for laceless performance shoes. The only obvious downside that I experienced was the weight of the shoe.
24,178,8.4,RicheeKim,2021-04-08,"If you've ever tried the N3XT L3V3L line you know what to expect performance-wise with these. For $180, I probably wouldn't recommend them because of the price and the stiff cushion setup."
35,178,8.0,Shoeware,2022-01-22,"The Adidas N3XT L3V3L Futurenatural almost feels like the laceless version of the Harden Vol. 5, but with slightly better materials and a laceless upper."
