review_id,shoe_id,critic_id,rating,date,type,description
8068,161,1,8.0,2022-01-22,traction,The full-length herringbone makes it so that the shoe doesn't slip out from under you often. One thing to note is that it performs better outdoors than indoors.
8069,161,293,6.0,2021-10-25,traction,"Despite being full-length herringbone, the traction does not perform well. It takes a long time to break-in. It has an alright bite on clean courts, but it doesn't bite at all on the dusty courts."
8070,161,6,8.0,2021-11-10,traction,"The LeBron 6 features full-length herringbone, and it performed nicely for me. It did pick up dust on dustier courts and felt a bit slippery."
8071,161,112,8.0,2021-11-02,traction,The traction was very good for me.
8072,161,307,8.0,2022-06-06,cushion,The shoe is comfortable from the moment you put it on.
8073,161,1,7.0,2022-01-22,cushion,"The Air Max doesn't give you the best ground feel, but the forefoot foam helps to counteract this."
8074,161,293,7.0,2021-10-25,cushion,"The full-length Air Max does not feel too great. Although I will admit, I'm just not a fan of Air Max units. It feels heavy, and the impact protection isn't the best."
8075,161,6,7.0,2021-11-10,cushion,"I would say the cushion is not that great. The Air Max unit feels stiff, and it does not compress much in high-impact areas."
8076,161,112,6.0,2021-11-02,cushion,"The cushion is comfortable, and I could feel the Air Max unit when walking. However, your forefoot does not feel supported when playing.  I actually had to stop playing because of the pain I felt in my forefoot."
8077,161,307,8.0,2022-06-06,materials,"The shoe feels much lighter on my foot than I thought it would. In terms of breathability, the materials could've been better."
8078,161,1,8.0,2022-01-22,materials,"The materials are light, airy, and breathable without giving up much durability."
8079,161,293,8.0,2021-10-25,materials,"The mesh is flimsy, but it does feel comfortable though. For performance purposes, I had no issues."
8080,161,6,7.0,2021-11-10,materials,"The textile used in the upper part of the shoe is thin, but you don't really notice it on foot. Perfectly fine for the price point."
8081,161,112,8.0,2021-11-02,materials,"The material around the ankle area can dig into your skin if you don't wear higher socks. The mesh looks like it will hold up well, especially for being a budget model."
8082,161,307,8.0,2022-06-06,support,"The shoe has decent ankle support, but it's not necessarily the best. It'll get the job done, though."
8083,161,1,8.0,2022-01-22,support,The lacing setup and heel counter of the shoe offer solid stability.
8084,161,293,7.0,2021-10-25,support,"The lateral containment was solid, but lateral stability was lacking. Your foot is high off the ground because of the Air Max unit, and the base is not wide enough to compensate for this."
8085,161,6,6.0,2021-11-10,support,"I had no issues with the heel stability and containment. The lateral stability, on the other hand, was not good. The cushion on the lateral side of the shoe compressed and caused me to feel unstable."
8086,161,112,6.0,2021-11-02,support,I felt locked down in the heel area. The only issue I had is that I don't think there is enough air pressure in the cushion to be supportive. The shoe could've benefitted from a larger outrigger.
8087,161,1,7.0,2022-01-22,fit,The tongue comes up so high that it can cause the laces to dig into your foot.
8088,161,293,8.0,2021-10-25,fit,"I went true to size, and it fits me well."
8089,161,6,8.0,2021-11-10,fit,"The material does break in to provide a better fit. I only felt slight pinching by my pinky toe area. If you have very wide feet, consider sizing up half a size."
8090,161,307,50.0,2022-06-06,outdoor,This shoe may be better suited for outdoor play.
8091,161,1,100.0,2022-01-22,outdoor,"Finally, a shoe that can excel on outdoor court surfaces."
8092,161,293,100.0,2021-10-25,outdoor,"The shoe uses a hard rubber compound, and the grooves are thick. They should be good for outdoor use considering the price."
8093,161,293,2,2021-10-25,width,I would say the width ranges from slightly narrow to normal.
8094,161,6,2,2021-11-10,width,"They are a little narrow, but even with my slightly wide foot, they felt fine."
8095,161,112,2,2021-11-02,width,"If you have wide feet, you might want to go up half a size."
8096,161,1,4,2022-01-22,size,The sizing on this shoe is fairly generous. You might be able to go down half a size.
8097,161,293,3,2021-10-25,size,"There is a little bit of space in the forefoot area, but not enough to make me want to size down."
8098,161,6,3,2021-11-10,size,I would say they run true to size.
8099,162,307,8.9,2022-06-06,expert_overall,"For the price, this is one of the better shoes I've played in this year. I was surprised at just how well the traction performed."
8100,162,112,8.3,2022-03-09,expert_overall,"Overall, I would recommend the Nike Air Max Impact 3 for anybody in the market for a budget sneaker. The only downside is that the impact protection could be better."
8101,162,6,8.0,2022-03-09,expert_overall,"The Nike Air Max Impact 3 is just okay for the price. It's personally not my favourite, but I'd say go for it if you are a fan of Air Max units and strong traction."
8102,162,214,7.6,2023-03-31,user_overall,"The traction and durability make this a good option for an outdoor shoe. The Air Max unit in the heel provides good impact protection, but the front of the shoe is very stiff. They are good for wide footers. The biggest issue is the ankle collar. They really dig in and feel uncomfortable. They fixed this issue in the 4th model."
8103,162,217,8.0,2023-08-03,user_overall,"Traction is really good on clean courts, on dust you have to wipe often.You have to break it in and it is very durable. Support is decent and cushion is average, nothing make me said wow. The materials are good. Very good for outdoor because of his durable traction pattern."
8104,162,440,8.2,2023-09-19,user_overall,Shoe would be better if the part in the heel and the side of the heel was a little softer the material used made my feet hurt alot in the heel part but overall shoe is great for everything.
8105,162,441,8.9,2022-04-10,user_overall,Me encanta dura mucho tiempo en su se usaron interior y en exterior y si juegas en una posición exterior te va a ir genial
8106,162,442,8.8,2022-11-17,user_overall,AMI 3 is my 2
8107,162,307,10.0,2022-06-06,traction,"The traction is great, and the shoe only moves where I move. It performed on dusty courts too."
8108,162,112,9.0,2022-03-09,traction,The traction performed phenomenally. I had no issues with slipping out or losing grip.
8109,162,6,9.0,2022-03-09,traction,"The traction pattern used is herringbone, and it performs just as you'd expect. You might have to wipe occasionally, but the traction bites really well."
8110,162,307,8.0,2022-06-06,cushion,I was impressed with the impact protection of the Air unit. The shoe felt soft and comfortable when playing.
8111,162,112,8.0,2022-03-09,cushion,"The foam and Air Max unit feel firm, so the shoe isn't the best for impact protection."
8112,162,6,7.0,2022-03-09,cushion,"The Air Max unit in the heel offers some impact protection, but it isn't the best."
8113,162,112,8.0,2022-03-09,materials,"It's a low-budget sneaker, so the padding isn't the greatest. However, it still feels comfortable."
8114,162,6,8.0,2022-03-09,materials,"The mesh used is cheap-feeling. However, it does get the job done for performance."
8115,162,307,9.5,2022-06-06,support,"My ankle felt incredibly supported, and I felt stable in the shoe."
8116,162,112,8.0,2022-03-09,support,I felt really stable in this shoe. I had no issues with support and lockdown.
8117,162,6,8.0,2022-03-09,support,The shoe actually has pretty good support. The lateral cage does a good job of keeping your foot on the footbed.
8118,162,307,8.0,2022-06-06,fit,"The shoe fits snug to start, but after playing in them for about thirty minutes, the fit loosened up."
8119,162,6,8.0,2022-03-09,fit,"The shoe fits well for the most part, but the rubber wings on the sides of the shoe can potentially cause pressure."
8120,162,6,100.0,2022-03-09,outdoor,"I didn't take these shoes outdoors, but the rubber compound is hard."
8121,162,6,3,2022-03-09,size,I would say that the Air Max Impact 3 does run true to size.
8122,163,7,9.4,2022-01-22,expert_overall,"Overall, the Jordan 36 might be my favourite basketball shoe to play in right now. The traction is one of the best on the market and responsive cushioning."
8123,163,7,9.3,2022-05-22,expert_overall,"The Jordan 36 is a fantastic overall shoe. It offers traction, support, and cushioning. I don't think you can go wrong, especially considering the materials."
8124,163,293,9.2,2021-09-13,expert_overall,"The Jordan 36 is one of my favourite shoes to play in right now. They're lightweight, they have a nice bite, and I love the cushion setup."
8125,163,33,9.1,2021-09-13,expert_overall,"The latest entry in the Air Jordan line is a strong performer, just like the previous two models. The full-length Zoom Air Strobel is amazing. The traction is outstanding. Materials are durable. There really aren't any downsides to this shoe."
8126,163,32,9.0,2021-09-13,expert_overall,"Jordan brand continues to deliver with the 36. The traction is consistent. There's plenty of impact protection, and the materials make it incredibly lightweight. It's a strong performer overall."
8127,163,1,9.0,2022-01-22,expert_overall,"Compared to many other releases this year, the Jordan 36 is a stand-out shoe. The shoe gives you a lot of push-off power and performance. The only downside is that the comfort doesn't keep up with the excellent performance."
8128,163,6,9.0,2022-04-15,expert_overall,"The Air Jordan 36 is a great performer. It's fun and bouncy, and I can't get enough of the cushion setup."
8129,163,321,8.5,2021-11-03,expert_overall,"Overall, the Jordan 36 is a great shoe for big men and forwards. It provides impact protection, and there really aren't any major issues with the traction."
8130,163,443,9.4,2023-07-13,user_overall,"These are the first real performance basketball shoes I bought when I started getting back into basketball and they didn’t disappoint at all, the Leno-weave upper allows for great breathability while also maintaining the support and strength the Jordan 37’s Leno-weave couldn’t recreate in the next model (Grant Williams). The cushioning is great but if you have any type of bunion I have heard it can pinch at your knuckles, I didn’t personally have that experience but I have heard it can happen."
8131,163,444,9.3,2022-01-31,user_overall,"The bounciest feeling ZoomAir forefoot I have ever experienced! Shoe is super light weight, cushioning is responsive yet offers good impact absorption. Went true-to-size, the last is very tight in the toebox, but runs long lengthwise. I have about 5mm of dead space in front my big toe. The fit improves after few hours, making the shoe feel roomier and softer. Grip is nice. Only 2 small issues I have noticed so far - there is bit of heel slippage and also shoe makes squeaking noises at forefoot."
8132,163,445,9.0,2023-05-31,user_overall,"Great shoe,got it for 112 bucks, awesome traction, very comfortable cushioning setup,lockdown and support are best I will ever feel, looks amazing and its really one of the highest technology shoes for basketball probably ever in terms of absolutely everything(cushion,materials,lockdown,lightweight that still puts overall performance on very top of basketball shoes probably of all time) If you can find it for fair price get it right away(retail is very high,but on sale is pretty decent) AWESOME!"
8133,163,446,9.4,2022-06-29,user_overall,"When you put these on, you can instantly tell they are quality basketball shoes. The best aspects of the Jordan 35 are the cushion, because of it’s plate; and the materials, that feel premium and comfortable. I tested the traction on hardwood floors and it was almost perfect. The main downside I see in the Jordan 36 is the weight. They definitely feel heavier than most other shoes I tried. But even heavier than that i"
8134,163,447,10.0,2022-01-11,user_overall,"Although the width of this shoe is slightly narrow, the Air Jordan 36 is everything I want in a basketball shoe and in an Air Jordan, no less! A sleek, formfitting, super light upper from the lenoweave with awesome breathability and a minimalistic approach. Followed by a zoom strobel/unlocked forefoot zoom air combo that gives a hell of a bounce. Tried and true traction that grips pretty well. Finally, exceptional lockdown and support that keeps your foot locked in! Gonna get another pair!"
8135,163,7,9.0,2022-01-22,traction,"The herringbone pattern on the Jordan 36 offers fantastic traction on basically every court, clean or dirty."
8136,163,7,9.0,2022-05-22,traction,"The traction collects quite a bit of dust, but it is very tacky. Not a lot of gripes when it comes to traction."
8137,163,293,10.0,2021-09-13,traction,"On clean courts, the traction has a phenomenal bite. It picks up dust on dirtier courts, but it still performs well regardless."
8138,163,33,9.5,2021-09-13,traction,The Air Jordan 36 has amazing traction. They perform fantastic on all types of courts and dirt was not a problem.
8139,163,32,9.0,2021-09-13,traction,The traction works well and makes me feel quick on my feet.
8140,163,1,9.0,2022-01-22,traction,The traction works well in combination with the materials and the cushioning to keep you secure when moving on the court.
8141,163,6,9.0,2022-04-15,traction,The herringbone traction performed really well. You'll have no problems making shifty movements and stopping on a dime. It even performed well on mildly dusty courts.
8142,163,321,7.8,2021-11-03,traction,"The full-length herringbone traction performs well overall. However, it can bit a bit inconsistent. For the most part, when playing I didn't notice any issues with the traction."
8143,163,7,9.5,2022-01-22,cushion,The cushioning is incredible. The double-stacked Zoom Air in the forefoot feels amazing.
8144,163,7,9.5,2022-05-22,cushion,The cushion is lightweight and springy. I absolutely love the Zoom Strobel and the insole as well.
8145,163,293,9.0,2021-09-13,cushion,The cushioning setup uses a full-length Zoom Strobel feels bouncy. It also offers a decent amount of compression and impact protection.
8146,163,33,9.0,2021-09-13,cushion,"I love the cushion, but I consider them to be a step back compared to the last two models."
8147,163,32,9.0,2021-09-13,cushion,The full-length Zoom Air Strobel is an improvement on last year's model. It feels like a combination of the cushion on both the 34 and the 35. These feel springy and bouncy.
8148,163,1,10.0,2022-01-22,cushion,The cushion setup provides a wicked energy storage and release mechanism.
8149,163,6,10.0,2022-04-15,cushion,The full-length Zoom Strobel unit is amazing. Fans of Zoom will love the cushion in this shoe.
8150,163,321,9.3,2021-11-03,cushion,"The cushioning is the best feature that this shoe has to offer. You feel bouncy and it can really be felt underfoot, especially in the forefoot."
8151,163,7,10.0,2022-01-22,materials,"The weave used for the upper is a lot stronger than it looks. There are no issues with durability, and it's very light."
8152,163,7,10.0,2022-05-22,materials,The shoe has fantastic breathability. It's also solid in terms of durability. I love the materials.
8153,163,293,9.0,2021-09-13,materials,The materials are paper-thin but feel durable. It's both minimal and comfortable.
8154,163,33,9.0,2021-09-13,materials,"The materials are strong, lightweight, and well-ventilated."
8155,163,32,9.0,2021-09-13,materials,I like how lightweight they feel on foot. Breathability is also not going to be a problem.
8156,163,1,8.0,2022-01-22,materials,Jordan Brand uses a Leno weave upper that offers tons of lockdown. It also has a strong durability profile.
8157,163,6,8.0,2022-04-15,materials,"Materials on the shoe don't feel premium, but it's supportive and light. The shoe is comfortable on foot when playing."
8158,163,7,9.0,2022-01-22,support,The more minimal Eclipse plate used on the 36 offers excellent torsional rigidity. The heel counter also helps make this one of the most supportive shoes available.
8159,163,7,9.5,2022-05-22,support,The strength of the materials helps to keep you locked in. It helps to provide fantastic lateral containment.
8160,163,293,9.0,2021-09-13,support,"For lateral containment, your foot is not moving off the footbed at all. There were also no issues with stability and support."
8161,163,33,9.0,2021-09-13,support,"Lockdown is surprisingly good. Overall, the support is good from the midsole up. The only potential issue is the protruding shape of the air unit on the outsole."
8162,163,32,9.0,2021-09-13,support,Lateral support and lockdown are good. I had no issues when making any movements in this shoe.
8163,163,1,9.0,2022-01-22,support,"This shoe isn't the most flexible, but it offers plenty of stability. The protrusion of the Zoom unit in the forefoot also makes the shoe slightly unsteady."
8164,163,6,10.0,2022-04-15,support,I had absolutely zero issues with the support on this shoe. There's no heel slippage or side-to-side movement on the footbed.
8165,163,321,8.5,2021-11-03,support,"I had no heel slippage, and containment was solid. The materials do a decent job of securing your feet. One thing to consider is that every now and then I would feel a bit wobbly on certain cuts and movements."
8166,163,7,9.5,2022-01-22,fit,The shoe fits me very snug right out of the box. It took me about 30-40 minutes to break them in. I think that they are as close as possible to a one-to-one fit.
8167,163,7,8.5,2022-05-22,fit,"The length of the shoe is true to size, but with the width being narrow, I had to use thinner socks. Other than that, I had no issues."
8168,163,293,9.0,2021-09-13,fit,"It fits snug, which is what I like."
8169,163,33,9.0,2021-09-13,fit,They fit true to size but do feel a bit tight and narrow overall.
8170,163,32,9.0,2021-09-13,fit,The upper is flexible and moulds to your feet.
8171,163,1,9.0,2022-01-22,fit,The materials used on this shoe make it so that the shoe is stable and secure once you lock in your lacing.
8172,163,6,8.0,2022-04-15,fit,"I felt pretty good in this shoe. There was some snugness in the pinky toe area, but it didn't hinder my performance."
8173,163,7,0.0,2022-05-22,outdoor,I would not take these outdoors. The rubber compound is really soft.
8174,163,293,50.0,2021-09-13,outdoor,"I didn't play outdoors in these, but the rubber feels like it could perform alright outdoors."
8175,163,1,50.0,2022-01-22,outdoor,"The compound used on the shoe is tough, but it doesn't have much depth."
8176,163,321,0.0,2021-11-03,outdoor,The pattern is thin and pliable.
8177,163,7,1,2022-05-22,width,This shoe is super narrow.
8178,163,293,2,2021-09-13,width,They're narrow and tight in the toe box.
8179,163,1,2,2022-01-22,width,Go up half a size if you have a wide foot.
8180,163,6,2,2022-04-15,width,It fits a little narrow in the forefoot area. You might want to go up half a size if you have wide feet.
8181,163,321,2,2021-11-03,width,"Around the midfoot, around the eclipse plate, the shoe fits narrow."
8182,163,7,3,2022-05-22,size,I would recommend going up half a size because of the width.
8183,163,293,2,2021-09-13,size,"If you don't like a tight fit, I would suggest going up half a size. If you have a wide foot, you might want to consider going up a full size. Try them on in-store when possible."
8184,163,1,3,2022-01-22,size,Going true to size works well if you have a narrow to normal-shaped foot.
8185,163,6,3,2022-04-15,size,I would say that the Jordan 36 does run true to size.
8186,164,293,7.8,2021-10-04,expert_overall,"The Puma Fusion Nitro is a responsive feeling shoe that provides solid traction. There is a nice amount of court feel. However, the caging of the midsole cushion takes away from the impact protection."
8187,164,33,7.4,2021-09-25,expert_overall,"The Puma Fusion Nitro is a letdown compared to the Clyde All-Pros. The traction and cushion are great, but they don't work well with the rest of the shoe."
8188,164,448,8.2,2023-02-16,user_overall,"Traction is the best I've ever had on any basketball shoe or any shoe in general. However, the outrigger could be a tad wider. However, I did get a blister with these shoes if played with too long."
8189,164,449,9.3,2022-10-20,user_overall,Really good basketball shoe. Awesome tracion even on dusty courts. Look nice and clean. Cushioning is very solid but comfortable. Overall very happy with it’s performance.
8190,164,183,10.0,2024-08-06,user_overall,I may be a little bit biased since these were my first pair of basketball shoes but they did feel really good
8191,164,344,8.0,2022-12-12,user_overall,
8192,164,450,8.4,2023-02-12,user_overall,
8193,164,293,8.0,2021-10-04,traction,"Just as I expected in my initial impressions, the traction sticks well to clean courts. On dustier courts, the traction did not perform as well as I was hoping."
8194,164,33,9.0,2021-09-25,traction,The traction used on this shoe bites both hardwood and blacktop really well.
8195,164,293,7.0,2021-10-04,cushion,"There is full-length Nitro foam that is caged, so the compression is very subdued. However, there is a good amount of court feel."
8196,164,33,9.0,2021-09-25,cushion,The Puma Fusion Nitro is a well-cushioned ride. It feels nice and plush.
8197,164,293,8.0,2021-10-04,materials,"Puma uses a nice knit material to make the upper of the shoe. The materials do feel thin, but the shoe still feels comfortable. It conforms nicely to your foot."
8198,164,33,5.0,2021-09-25,materials,"The materials are awful. The upper stretches too much when there is pressure applied, especially with movements like stopping or changing directions."
8199,164,293,8.0,2021-10-04,support,"I felt a lack of arch support with this shoe. The lateral containment had no issues, but the lateral stability could be better."
8200,164,33,5.0,2021-09-25,support,"The shoe has the most typical support features but is missing an outrigger. Because of this, the rest of the shoe doesn't play well together."
8201,164,293,8.0,2021-10-04,fit,It fits my foot like a glove.
8202,164,33,9.0,2021-09-25,fit,"As long as you get the right size, the fit will work for you. I wouldn't recommend these if you don't have a perfect size."
8203,164,293,0.0,2021-10-04,outdoor,The outsole does not feel durable at all.
8204,165,382,9.1,2022-01-22,expert_overall,The Adidas Trae Young 1 might be the best shoe available in its price range. I consider this pair to be the best Adidas shoe for 2021.
8205,165,394,8.2,2022-01-22,expert_overall,"The Trae Young 1 offers extremely nice cushioning. The traction plays a little worse than expected, and the support isn't ideal with only two lacing holes, but it's still a solid performer with some premium touches for materials."
8206,165,1,8.2,2022-03-06,expert_overall,The Adidas Trae Young 1 is excellent for players that like to stay low to the ground and play fast in confined spaces. Just make sure to break them in beforehand.
8207,165,2,8.0,2021-09-29,expert_overall,"The Adidas Trae Young 1 is a stable sneaker. It feels low to the ground, which works well with the Lightstrike cushion in the forefoot. Just make sure to get the right size."
8208,165,293,8.0,2021-10-23,expert_overall,"Overall, the Adidas Trae Young 1 feels great on foot. When playing on clean courts, the shoe feels low to the ground, responsive, and comfortable."
8209,165,6,7.8,2021-09-30,expert_overall,"The Adidas Trae Young 1 is awesome in every way but the traction. I really like the materials, the fit and support are good, and the cushion shined."
8210,165,19,7.8,2022-02-22,expert_overall,"For the Adidas Trae Young 1, the traction works, the cushion offers impact protection and court feel, and the upper feels good for the most part."
8211,165,451,7.6,2021-10-26,user_overall,"Traction works on a clean court, but will pick up a lot of dust easily making it very slippery. Cushion is by far the best aspect about this shoe imo. Support and fit were fine for me. Nothing outstanding nothing bad. It is worth noting that this shoe has a bigger toebox compared to other shoes and that there is no tongue. Personally, I like the no tongue feature as they hug my foot more like a sock. This shoe is worth if you play on a clean court, need lots of cushioning, and can get a good fit"
8212,165,452,8.2,2024-02-15,user_overall,Orig
8213,165,320,8.3,2022-04-21,user_overall,"The Trae Young 1 is solid, but overpriced. $125 at most. Has average materials but not much ventilation, and average lateral support, despite the lack"
8214,165,453,8.7,2023-01-17,user_overall,"The heel cushion is top tier , shoe in general is responsive with a bit of bounce, traction is maybe like an A- grade (the black outsole picks up less dust than the others surprisingly), slightly wide and long but not to the point where it's affecting the support (heel stayed locked in) and playability, you can go down half a size/double sock if it bothers you so I suggest trying it out first if you can. Only issue I have faced is arch support, but I swapped out my insole and it went away"
8215,165,454,9.0,2023-11-01,user_overall,"These are my first ever pair of basketball shoes, so I don’t have a pair to reference or compare them to. Overall I love these. They are very comfortable with good traction. Haven’t used them outside yet so I can’t make a comment on that. Size wise, I stuck true to size, but they do feel a small bit loose around the foot and ankle, but you don’t even notice this when you’re playing. Also to note, they don’t have a tongue, keep this in mind when buying these."
8216,165,382,9.0,2022-01-22,traction,"I initially thought the traction would perform well, but they outperformed my expectation. The bite and grip are superb."
8217,165,394,8.0,2022-01-22,traction,The traction pattern uses both herringbone and radial patterns to offer multi-directional coverage.
8218,165,1,8.0,2022-03-06,traction,The grip of the outsole has no slippage whatsoever. The only downside is that it took quite a bit of time for the rubber to break in.
8219,165,2,8.0,2021-09-29,traction,"The traction was good on a clean court. But, in dusty conditions, I've played in better shoes."
8220,165,293,7.0,2021-10-23,traction,"I had a lot of trouble with the shoe picking up a lot of dust on dirtier courts. On cleaner courts, the traction performed nicely."
8221,165,6,6.0,2021-09-30,traction,"The traction performed decently on a clean court, but it was poor on dustier courts."
8222,165,19,8.0,2022-02-22,traction,"The traction was solid. The shoe didn't perform well on dusty courts, but they work on most other surfaces."
8223,165,382,9.0,2022-01-22,cushion,The Lightstrike midsole and the Boost in the heel felt amazing on the court. It's the perfect guard setup. The shoe is low to the ground while still providing impact protection.
8224,165,394,9.0,2022-01-22,cushion,The cushion is great for a first signature shoe. The combination of Lightstrike and Boost makes for a comfortable setup.
8225,165,1,9.0,2022-03-06,cushion,"In my opinion, the cushioning on the shoe is the ideal setup for an Adidas shoe. The Lightstrike in the forefoot allows for nimble movement, and the Boost in the heel offers shock absorption."
8226,165,2,9.0,2021-09-29,cushion,"The Trae Young 1 is made of Lightstrike in the forefoot and Boost in the heel. The impact protection feels nice in the back, and the forefoot feels low to the ground; very responsive."
8227,165,293,9.0,2021-10-23,cushion,"The cushioning setup is my favourite part of the shoe. There is a full-length Lightstrike with Boost in the heel. It feels low to the ground, and the step-in comfort has a decent amount of soft compression."
8228,165,6,9.0,2021-09-30,cushion,There is a full-length Lightstrike midsole with Boost in the heel. It is the Lightstrike that we all want to experience. The combination works well together and provides an ample amount of impact protection and responsiveness.
8229,165,19,8.0,2022-02-22,cushion,"The shoe offers a very good court feel, and the cushion setup works for it."
8230,165,382,9.0,2022-01-22,materials,"The full textile upper isn't the most premium, but it performs well. It also feels comfortable and is durable."
8231,165,394,9.0,2022-01-22,materials,"The materials provide solid performance. It felt comfortable, and my foot felt locked in."
8232,165,1,8.0,2022-03-06,materials,"The upper is wide and minimalist. It performs well, but the comfort takes some time to break in."
8233,165,2,8.0,2021-09-29,materials,"The upper is sturdy. It doesn't stretch much, and it has a good structure."
8234,165,293,8.0,2021-10-23,materials,There is a textile mesh-like material that starts stiff but becomes softer the more you play in them.
8235,165,6,8.0,2021-09-30,materials,"Mesh is what primarily makes up the upper of the shoe. It has a good structure, and the materials don't feel cheap."
8236,165,19,8.0,2022-02-22,materials,"The materials play well, but they aren't the most effective in the forefoot area."
8237,165,382,9.0,2022-01-22,support,"None of the support features blow you away, but the shoe includes all the support standards."
8238,165,394,7.0,2022-01-22,support,The support could have been much better if the shoe had more lace hole options.
8239,165,1,8.0,2022-03-06,support,"Because of the materials and lack of lacing, the shoe doesn't feel secure on the mid part of your foot. However, the foot is actually quite secure."
8240,165,2,8.0,2021-09-29,support,"The support is solid due to the structure of the upper. However, if the shoe had a better lacing system, the lockdown would be better."
8241,165,293,8.0,2021-10-23,support,There are no issues with lateral containment and support.
8242,165,6,8.0,2021-09-30,support,I had no issues with the support in this shoe. There's everything you want and nothing that you don't.
8243,165,19,8.0,2022-02-22,support,"Stability is not an issue in the Trae Young 1. The upper provides support right up to the midfoot, and I was not impressed with the forefoot."
8244,165,382,9.5,2022-01-22,fit,"The laces don't do much for the shoe, but the one-piece upper felt good on foot."
8245,165,394,8.0,2022-01-22,fit,"The fit isn't snug, so you do have wiggle room."
8246,165,1,8.0,2022-03-06,fit,"The fit is not for everybody. The forefoot is boxy, and this can sometimes make movements feel awkward. This shoe is likely best for medium and wide-footers."
8247,165,2,7.0,2021-09-29,fit,Make sure to get the right size because the shoe is fit is only adjustable from the midfoot area up.
8248,165,293,8.0,2021-10-23,fit,The fit was good for me. I had no issues. The only downside is that it isn't customizable with the lack of holes in the lacing system.
8249,165,6,8.0,2021-09-30,fit,"There is some extra space in the toe box area, but the shoe doesn't stretch much. So, the shoe fits decently."
8250,165,19,7.0,2022-02-22,fit,"The laces don't do anything for fit and support. Overall, the fit was weird on the shoe."
8251,165,382,0.0,2022-01-22,outdoor,"The rubber is soft, so I think the outdoor play will wear away at it quickly."
8252,165,394,50.0,2022-01-22,outdoor,
8253,165,1,50.0,2022-03-06,outdoor,The rubber held up well during my tests.
8254,165,2,50.0,2021-09-29,outdoor,The outsole is thick rubber. It looks like it will perform decent outdoors.
8255,165,293,50.0,2021-10-23,outdoor,"The grooves are deep, and there is a lot of rubber. They should be alright when using them outdoors."
8256,165,394,3,2022-01-22,width,
8257,165,1,4,2022-03-06,width,The shoe accommodates wide-footers well.
8258,165,293,3,2021-10-23,width,I'd say the shoe has a regular width.
8259,165,6,2,2021-09-30,width,The shoe can be tough to get on for people with wider feet.
8260,165,394,3,2022-01-22,size,Going true to size worked well for me.
8261,165,1,4,2022-03-06,size,Narrow and medium foot shapes should go down half a size. Wide-footers go true to size.
8262,165,2,4,2021-09-29,size,"I had to go down half a size because the lacing system is short, making it hard to customize the fit."
8263,165,293,3,2021-10-23,size,"I went true to size, and there is only a bit of space in the toe area lengthwise."
8264,165,6,3,2021-09-30,size,I would go true to size.
8265,166,6,8.4,2021-08-21,expert_overall,"For the price, the Under Armour Flow FUTR X is a solid shoe. If you don't need a lot of impact protection, this shoe will be perfect for you. It has amazing traction, the fit is solid, and it's plenty supportive."
8266,166,1,8.4,2022-01-22,expert_overall,The Under Armour Flow FUTR X is great for indoor courts and provides an above-average energy return while remaining lightweight and stable.
8267,166,293,8.0,2021-08-24,expert_overall,"The traction is top tier, the cushion is responsive, and the support was good. Despite the materials, the Under Armour Flow FUTR X is a definite cop."
8268,166,455,8.8,2022-02-08,user_overall,"Recommended for lighter guards quick wing players. As usual, great traction from UA, Flow does its job again. The cushion in these was surprisingly soft, completely opposite to what i expected and saw in other basketball Flow sneakers. Lockdown and support was just incredible. The midfoot band was a stroke of pure genius.Comfort wise these were great, but not the most breathable. Padded uppers don’t let the most air through. performance, coupled with price make the futr X a great option indoors."
8269,166,456,9.6,2022-05-14,user_overall,"These are great! Should work for most players, maybe more geared towards guards."
8270,166,457,8.6,2023-01-02,user_overall,
8271,166,458,8.9,2023-04-20,user_overall,
8272,166,459,8.0,2023-06-19,user_overall,
8273,166,6,10.0,2021-08-21,traction,"Featuring the exact same pattern as the Curry 8, the traction on the Flow FUTR X is great. It's beastly whether the court is clean or dusty."
8274,166,1,10.0,2022-01-22,traction,"The better maintained the court surface, the better the traction performs. It's one of the best tractions on clean courts."
8275,166,293,10.0,2021-08-24,traction,The traction is absolutely nuts. It's just like the Curry 8. Amazing.
8276,166,6,8.0,2021-08-21,cushion,"The full-length Flow cushion is thinner than the Curry 8, so it is more firm. Impact protection isn't great, but the court feel and responsiveness are solid."
8277,166,1,8.0,2022-01-22,cushion,The Flow foam feels significant underfoot. The shoe doesn't bottom out that fast and provides solid energy return.
8278,166,293,8.0,2021-08-24,cushion,"It is a responsive cushion setup, so don't expect much bounce or impact protection."
8279,166,6,8.0,2021-08-21,materials,"Materials feel a tad cheap, but they are good in terms of performance."
8280,166,1,7.0,2022-01-22,materials,Under Armour did everything they could to make the shoe as light as possible. That means that it isn't very durable.
8281,166,293,7.0,2021-08-24,materials,The materials feel nice and comfortable. It's thin and minimal.
8282,166,6,8.0,2021-08-21,support,I had zero issues with the support in the shoe. The strap does actually add support to the midfoot area of the shoe.
8283,166,1,8.0,2022-01-22,support,The midfoot strap actually provides solid support because it hooks into the shoelaces.
8284,166,293,8.0,2021-08-24,support,I really liked how Under Armour implemented the midfoot strap. It worked well to tighten and improve lateral containment.
8285,166,6,8.0,2021-08-21,fit,The materials and addition of a strap make the fit of the FUTR X good.
8286,166,1,9.0,2022-01-22,fit,The Under Armour Flow FUTR X is one of the most comfortable fitting shoes I've put on this year.
