shoe_id,name,brand,release_date,shoe_type,description,price,expert_rating,traction_rating,cushion_rating,materials_rating,support_rating,fit_rating,outdoor_rating,size,width
289,Nike KD 11,Nike,2018-08-01,Mid Top,Works best as a casual sneaker but doesn't perform very well on a basketball court.,149.99,7.6,7.9,9.0,8.0,5.9,7.1,33.0,slightly long,regular
290,Nike Kobe AD Exodus,Nike,2018-08-01,Low Top,Especially recommended for quicker guards,139.99,8.3,8.2,8.4,7.6,8.3,8.3,10.0,slightly long,regular
291,Under Armour Curry 3Zero 2,Under Armour,2018-08-01,High Top,Solid performer at an affordable price,99.99,8.3,8.6,8.4,8.4,7.9,8.4,75.0,slightly long,slightly wide
292,Under Armour HOVR Havoc Low,Under Armour,2018-08-01,Low Top,Works best for quick guards in need of excellent traction,104.99,8.9,9.4,8.3,8.6,9.3,8.7,100.0,slightly long,regular
293,Jordan Super.Fly MVP L,Jordan,2018-08-01,High Top,Works best for big guys who post up a lot,139.99,7.7,7.8,7.3,7.5,8.0,8.0,0.0,true to size,slightly narrow
294,Nike Kyrie Low,Nike,2018-07-01,Low Top,Perfect for guards who want maximum traction and don't need a lot of cushioning,109.99,8.4,8.9,8.3,7.5,8.8,8.6,0.0,true to size,regular
295,Adidas D Rose 9,Adidas,2018-07-01,High Top,Great looking sneaker for players with wide feet,139.99,7.6,6.6,8.9,8.1,8.0,6.4,0.0,very long,very wide
296,Nike PG 2.5,Nike,2018-07-01,Low Top,Perfect if you are looking for an affordable all-around performer without any weaknesses.,109.99,8.8,8.7,7.8,8.8,9.0,9.0,25.0,true to size,regular
297,Nike Hyperdunk X,Nike,2018-07-01,High Top,Works best on clean courts,129.99,8.2,7.8,8.5,7.6,8.3,8.8,25.0,slightly long,regular
298,Nike Hyperdunk X Low,Nike,2018-07-01,Low Top,A solid performer that should work across a wide array of playing styles.,119.99,7.9,7.3,7.7,8.2,8.0,8.2,25.0,slightly long,regular
299,Jordan Fly Lockdown,Jordan,2018-05-01,Mid Top,Good all-around performance basketball shoe at a fair price,109.99,8.8,9.3,8.3,8.3,9.0,9.0,50.0,slightly long,regular
300,Jordan CP3 XI,Jordan,2018-04-01,Mid Top,Perfect if you are looking for an affordable all-around performer with no weaknesses,114.99,9.0,9.0,8.9,8.8,9.1,9.0,17.0,slightly long,regular
301,Under Armour Curry 5,Under Armour,2018-04-01,Mid Top,Only for the biggest Curry fans,129.99,7.5,6.8,7.3,8.4,8.3,6.5,33.0,true to size,regular
302,Adidas Crazylight Boost 2018,Adidas,2018-04-01,Low Top,Top performer that works best for quick guards,119.99,8.3,9.3,8.8,7.8,8.0,7.8,100.0,very long,slightly wide
303,Nike Zoom Kobe 1 Protro,Nike,2018-04-01,High Top,Perfect if you like old-school basketball sneakers,174.99,8.9,8.9,9.3,9.1,9.2,8.3,100.0,slightly long,slightly wide
304,Nike Kobe AD NXT 360,Nike,2018-04-01,Low Top,"Best for players looking for flashy, cutting-edge performance shoes",199.99,8.9,8.2,9.1,9.0,8.6,9.2,10.0,slightly long,regular
305,Nike Lebron Soldier 12,Nike,2018-04-01,High Top,An affordable performer that will work for almost all players,139.99,8.3,9.3,7.7,7.7,8.3,8.5,75.0,true to size,regular
306,Nike Kyrie Flytrap,Nike,2018-03-01,Mid Top,Works well for wide-footers or if you are looking for a cheap outdoors shoe,79.99,7.3,8.3,6.8,8.3,6.8,6.5,100.0,slightly long,slightly wide
307,Nike Lebron 15 Low,Nike,2018-03-01,Low Top,Great shoe for explosive and heavier players,149.99,8.7,8.7,8.0,9.0,8.5,9.3,25.0,slightly long,regular
308,Nike PG 2,Nike,2018-02-01,Low Top,Affordable all-around performer without any weaknesses.,109.99,8.6,8.6,8.4,8.5,8.5,9.0,8.0,true to size,regular
309,Adidas Harden Vol. 2,Adidas,2018-02-01,Low Top,Works especially well for bigger guards and heavier players,139.99,8.6,7.6,9.4,8.6,8.7,8.6,50.0,slightly long,regular
310,Adidas Crazy BYW X,Adidas,2018-02-01,High Top,Works best for players of all positions who have narrow feet,179.99,8.8,8.0,9.0,9.3,8.7,8.8,0.0,slightly long,slightly narrow
311,Jordan Why Not Zero.1,Jordan,2018-01-01,Mid Top,Best for explosive and powerful players,124.99,8.7,8.3,9.3,8.0,9.1,8.8,10.0,slightly long,regular
312,Nike Kyrie 4,Nike,2017-12-01,Mid Top,"Affordable, well-rounded basketball shoe",119.99,8.7,8.4,8.7,8.7,9.0,8.9,67.0,true to size,regular
313,Li-Ning Way of Wade 6,Li-Ning,2017-12-01,Low Top,Great shoe for players with slightly wider feet,154.99,8.7,8.3,9.6,9.1,8.0,8.0,67.0,slightly long,slightly wide
314,Nike Kyrie S1,Nike,2017-12-01,Mid Top,For Kyrie fans who don't mind paying premium to get these from resellers,129.99,8.5,8.3,8.0,8.0,9.0,9.3,50.0,true to size,slightly narrow
315,Under Armour Curry 4 Low,Under Armour,2017-12-01,Low Top,Perfect shoe for quick guards,119.99,8.7,9.0,7.9,9.0,9.0,8.8,50.0,true to size,slightly narrow
316,Under Armour Curry 4,Under Armour,2017-11-01,High Top,Built for quickness and court feel,129.99,8.5,9.1,7.5,8.2,8.9,9.2,33.0,true to size,regular
317,ANTA KT3,ANTA,2017-11-01,High Top,Great performer that will work for all players,119.99,8.8,8.9,9.1,9.1,8.5,8.5,75.0,slightly long,regular
318,Nike Lebron 15,Nike,2017-11-01,High Top,Works extremely well for big guys that need a lot of impact protection.,184.99,8.8,8.2,9.8,9.3,8.1,9.0,8.0,slightly long,slightly wide
319,Air Jordan 32,Jordan,2017-10-01,Mid Top,All-around performer that will work for all types of basketball players,184.99,8.8,8.3,8.9,9.4,8.9,8.7,63.0,slightly long,regular
320,Adidas Dame 4,Adidas,2017-10-01,Low Top,"Works best for quick guards looking for a low-to-the-ground, responsive and light basketball shoe.",114.99,8.8,8.5,9.2,8.8,8.7,8.8,0.0,slightly long,regular
321,Air Jordan 32 Low,Jordan,2017-10-01,Low Top,Perfect for Jordan fans that prefer the freedom and flexibility of a low-top,159.99,8.8,8.0,8.8,9.5,8.8,9.0,75.0,slightly long,slightly narrow
322,Adidas D Rose 8,Adidas,2017-09-01,High Top,Perfect if you are looking for traditional high-top basketball shoes,139.99,8.9,8.8,9.7,8.1,9.1,8.8,67.0,slightly long,slightly wide
323,Nike Hyperdunk Flyknit 2017,Nike,2017-08-01,High Top,Perfect shoe for guards who value court feel,159.99,8.5,9.2,7.6,8.9,8.4,8.8,17.0,true to size,regular
324,Nike Kobe AD Mid,Nike,2017-08-01,Mid Top,Poor ventilation is problematic if your feet sweat a lot,149.99,8.5,8.9,9.0,7.3,8.4,8.1,0.0,true to size,regular
325,Under Armour Drive 4,Under Armour,2017-08-01,High Top,Will work best for wide-footers,114.99,8.2,9.5,7.3,7.7,8.7,7.5,90.0,true to size,very wide
326,Jordan Super.Fly 2017,Jordan,2017-08-01,Mid Top,A durable and supportive shoe which will work great for bigger guys.,139.99,8.4,8.5,7.6,8.6,8.8,8.6,50.0,slightly long,regular
327,Adidas Crazy Explosive PrimeKnit 2017,Adidas,2017-07-01,High Top,Works for players of all positions,149.99,9.0,8.6,9.3,8.7,9.0,9.3,8.0,slightly long,regular
328,Nike Zoom Shift,Nike,2017-06-01,Low Top,Budget option for guards with narrow feet,99.99,7.9,7.3,7.3,8.3,8.7,8.0,0.0,true to size,slightly narrow
329,Nike Lebron Soldier 11,Nike,2017-06-01,Mid Top,Recommended for bigger guys who look for impact protection and support,129.99,8.5,8.1,8.9,8.5,8.4,8.7,75.0,true to size,regular
330,Nike KD 10,Nike,2017-05-01,Low Top,Recommended if you value impact protection and do not rely on hard cuts,149.99,8.4,7.7,9.1,9.1,7.1,8.3,20.0,slightly long,regular
331,Under Armour Curry 3Zero,Under Armour,2017-05-01,Mid Top,Curry 3Zero is a solid performer at a fair price,119.99,8.4,8.7,7.9,8.1,9.0,8.4,75.0,slightly long,regular
332,ANTA KT Outdoor 2 Low,ANTA,2017-05-01,Low Top,Works best as an affordable outdoor shoe,79.99,8.3,8.7,8.7,7.8,8.5,7.8,100.0,slightly long,regular
333,Nike Kobe AD NXT,Nike,2017-04-01,Low Top,Works best for quick guards,199.99,8.8,8.9,8.6,9.0,9.0,8.8,0.0,slightly long,slightly narrow
334,Nike PG1,Nike,2017-03-01,Low Top,Works best for guards with regular or narrow feet,109.99,8.6,8.4,8.0,8.9,8.4,8.6,0.0,true to size,regular
335,Nike KD 9 Elite,Nike,2017-03-01,High Top,Works best for players with narrow feet looking for soft cushioning,149.99,8.5,8.5,9.3,9.0,7.5,7.5,0.0,slightly long,regular
336,Jordan Ultra Fly 2,Jordan,2017-03-01,High Top,Perfect for players with narrow feet who like to ball outdoors.,124.99,8.6,8.0,8.7,8.5,9.0,9.0,100.0,true to size,slightly narrow
337,Under Armour Charged Controller,Under Armour,2017-02-01,Low Top,Low-cut basketball shoe designed for quick guards,99.99,7.6,6.8,8.4,8.3,6.8,7.5,50.0,slightly long,slightly wide
338,Jordan Melo M13,Jordan,2017-02-01,Mid Top,Stationary post up players will like the comfortable cushioning,134.99,7.5,5.0,8.5,8.0,7.0,9.0,25.0,true to size,slightly wide
339,Nike Lebron 14,Nike,2017-01-01,High Top,"Best for bigger, heavier players with wide feet",174.99,7.9,7.4,8.7,8.0,7.7,7.4,50.0,slightly long,slightly wide
340,Nike Zoom Rev 17,Nike,2017-01-01,Mid Top,Works best if you don't play on dusty courts,109.99,8.1,7.0,8.3,8.3,7.7,9.3,0.0,true to size,slightly narrow
341,Nike Zoom Live 2017,Nike,2017-01-01,Low Top,Affordable low-top that works best for guards,99.99,8.7,8.5,8.0,9.0,9.0,9.0,25.0,true to size,regular
342,Nike Mamba Instinct,Nike,2017-01-01,Low Top,Meant for quick guards who want a light shoe,99.99,8.4,8.3,8.0,8.7,8.5,8.5,0.0,true to size,regular
343,Nike Kyrie 3,Nike,2016-12-01,Mid Top,Good choice for light and quick guards who value court feel over impact protection,119.99,7.9,9.2,5.9,7.5,7.9,9.0,83.0,true to size,regular
344,Adidas Harden Volume 1,Adidas,2016-12-01,Low Top,Great shoe for guards with wider feet,139.99,8.3,8.8,8.3,8.5,8.4,7.9,0.0,slightly long,slightly wide
345,Adidas Dame 3,Adidas,2016-12-01,Mid Top,Affordable performer for players with slightly wider feet,114.99,8.6,8.8,8.8,8.2,8.7,8.2,17.0,slightly long,regular
346,Nike Kobe AD,Nike,2016-11-01,Low Top,Best for guards who prefer firm cushioning setups,159.99,7.8,8.0,6.8,7.2,7.5,8.5,0.0,slightly long,slightly narrow
347,ANTA KT 2,ANTA,2016-11-01,High Top,Well-performing allrounder at an affordable price,119.99,8.8,9.0,9.0,8.3,8.3,9.5,75.0,true to size,slightly narrow
348,BrandBlack Rare Metal,BrandBlack,2016-10-01,Mid Top,Perfect budget sneaker for guards with slightly wider feet.,109.99,8.6,7.5,9.0,8.8,8.5,9.0,0.0,slightly long,slightly wide
349,Under Armour Curry 3,Under Armour,2016-10-01,Mid Top,Perfect shoe for light and quick guards,139.99,8.6,8.9,8.0,8.9,8.6,8.3,30.0,slightly long,regular
350,Air Jordan 31,Jordan,2016-09-01,Mid Top,Great shoe for Jordan fans with wider feet,184.99,8.2,6.0,9.0,9.3,8.1,8.3,50.0,true to size,slightly wide
351,Nike Zoom KD 9,Nike,2016-06-01,Mid Top,Perfect for players who need maximum impact protection and cushioning,149.99,8.6,8.9,9.6,8.7,7.5,8.3,0.0,slightly long,regular
